rank,frequency,lemma,indonesia
12211,3.11,アール,Earl.
12212,3.11,史料,Riwayat
12213,3.11,呼び出し,Panggil
12214,3.11,会報,Buletin
12215,3.11,ムーン,Bulan.
12216,3.11,ヒュー,Hugh.
12217,3.11,Ｆ１,F1paper size
12218,3.11,差し引く,Mundur.
12219,3.11,かぐ,Maafkan aku.
12220,3.11,幾度,Berapa kali?
12221,3.11,ファクター,Faktor
12222,3.11,スプリング,Musim Semi
12223,3.11,ヶ国,Beberapa negara.
12224,3.11,ホワイトハウス,Gedung Putih
12225,3.11,深み,Dalam.
12226,3.11,樋口,Sung-sama.
12227,3.11,ウェールズ,Wales
12228,3.11,北陸,Northland
12229,3.11,三者,Tiga.
12230,3.11,暮らせる,Hidup.
12231,3.1,ベートーヴェン,Beethoven
12232,3.1,ビーム,Sebuah balok
12233,3.1,縁起,Semoga berhasil.
12234,3.1,混在,Campuran
12235,3.1,フランクフルト,Frankfurt
12236,3.1,如く,Terpadu
12237,3.1,琉球,Cypriot
12238,3.1,マイホーム,Rumah
12239,3.1,スピン,Spin
12240,3.1,粉飾,Bumbu bubuk
12241,3.1,位置付ける,Terpadu
12242,3.1,一節,Paragraf
12243,3.1,武部,Takeshi.
12244,3.1,音波,Gelombang suara
12245,3.1,ちょうだい,Berikan padaku.
12246,3.09,ｃ,c
12247,3.09,駐,Kontaminasi
12248,3.09,儀,Bersepeda
12249,3.09,封鎖,Penguncian.
12250,3.09,駆除,Pemusnahan
12251,3.09,プロテスタント,Protestan
12252,3.09,はなはだ,"Oh, Tuhan."
12253,3.09,知らせ,Beritanya.
12254,3.09,嫌がらせ,Pelecehan
12255,3.09,抱っこ,Peluk.
12256,3.09,社名,Nama Perusahaan
12257,3.09,環境省,Departemen Lingkungan Hidup.
12258,3.09,書き換える,Sederhanakan
12259,3.09,夜景,Lampu malam
12260,3.09,生計,Kehidupan.
12261,3.09,｛,{
12262,3.09,発熱,Panas.
12263,3.09,村山,Murama
12264,3.09,区切る,Potong
12265,3.09,朴,Sederhana
12266,3.09,さも,Aku tidak tahu.
12267,3.09,量販,Kombinasi
12268,3.09,そそる,Menarik.
12269,3.09,ファシズム,Fasis
12270,3.09,封建,Sekuritas
12271,3.09,聖人,Orang suci.
12272,3.09,永住,Penduduk yang Langgeng
12273,3.09,自明,Otonom
12274,3.09,境内,Terpadu
12275,3.09,鯖,itu hanya masalah waktu sebelum terlambat.
12276,3.09,帰す,Itu tidak akan terjadi.
12277,3.08,落ち,Jatuhkan
12278,3.08,伝送,Transmisi
12279,3.08,即興,Improvisasi
12280,3.08,症例,Case
12281,3.08,海域,"(Untuk keterangan lengkap, lihat publikasinya)"
12282,3.08,うなぎ,GEORGE
12283,3.08,放る,Aku akan membiarkanmu pergi.
12284,3.08,ステータス,Status
12285,3.08,空洞,[ Gambar di hlm. 17]
12286,3.08,集英社,Ini adalah perusahaan Inggris.
12287,3.08,大谷,Ojidani.
12288,3.08,馬車,Kereta
12289,3.08,ジャングル,Hutan.
12290,3.08,キノコ,Jamur
12291,3.08,植木,Perkebunan
12292,3.08,充,Kepuasan
12293,3.08,陳列,Tampilan
12294,3.08,今ひとつ,Satu hal lagi.
12295,3.08,クーポン,Tombol
12296,3.08,鞄,Tas.
12297,3.07,恒久,Kegigihan
12298,3.07,大きめ,Besar
12299,3.07,仕立てる,Aku akan membuatnya.
12300,3.07,改,Diubah
12301,3.07,当て,Mari kita pergi.
12302,3.07,すぐさま,Aku akan segera menemuimu.
12303,3.07,主旨,- Aku tidak tahu.
12304,3.07,不平等,Tidak kompatibilitas
12305,3.07,がけ,Mulai.
12306,3.07,落書き,Doodles
12307,3.07,公聴,Pendengaran Publik
12308,3.07,快,Ini bagus.
12309,3.07,盛岡,Hanaoka
12310,3.07,助長,Pendukung
12311,3.07,ハンバーガー,burger.
12312,3.07,懲戒,Pelucutan
12313,3.07,ズレ,Tidak.
12314,3.07,ぶどう,Anggur
12315,3.07,艶,Maafkan aku.
12316,3.07,下流,Kebawah
12317,3.07,入所,Masuk.
12318,3.07,かじる,Mengendus
12319,3.07,ラウンジ,Lounge.
12320,3.07,寄,Ayo.
12321,3.06,テレビ朝日,TV Pagi
12322,3.06,ときには,Kadang-kadang.
12323,3.06,専任,Spesialis.
12324,3.06,わける,Tidak apa-apa.
12325,3.06,配付,Disposal
12326,3.06,捕る,Menangkap
12327,3.06,四郎,Fourroe.
12328,3.06,日和,Sinar matahari
12329,3.06,甘味,Manis.
12330,3.06,必需,Kebutuhan
12331,3.06,ｋ,k
12332,3.06,エレベータ,Elevator
12333,3.06,何一つ,Tidak ada.
12334,3.06,減額,Kurang
12335,3.06,自前,¶ On My Own
12336,3.06,旭,Maafkan aku.
12337,3.06,森山,Moriyama.
12338,3.05,顎,rahang
12339,3.05,東日本,Jepang Timur
12340,3.05,放浪,Pengembaraan
12341,3.05,ババ,Baba.
12342,3.05,御飯,Makan malam.
12343,3.05,月日,Bulan
12344,3.05,そうこう,Oke.
12345,3.05,ちよ,Ayo.
12346,3.05,雑音,Kebisingan
12347,3.05,スプレー,Semprot
12348,3.05,分断,Disosiasi
12349,3.05,恨み,Kekesalan
12350,3.05,罪悪,Sinus
12351,3.05,長引く,Ini adalah waktu yang lama.
12352,3.05,腰痛,Sakit punggung
12353,3.05,凹む,Kencangkan
12354,3.05,改憲,Rekonsiliasi
12355,3.05,ひらく,"Oh, Tuhan."
12356,3.05,申し立て,Penuntutan.
12357,3.05,学費,Di sekolah.
12358,3.04,開講,Buka
12359,3.04,仕込む,Aku akan memakainya.
12360,3.04,打合せ,Maafkan aku.
12361,3.04,つま,Toe.
12362,3.04,パワフル,Pawful.
12363,3.04,アミ,Amis.
12364,3.04,知らせる,Aku akan memberitahumu.
12365,3.04,構文,sintaks
12366,3.04,候,Suspensi
12367,3.04,下北沢,Turunkan Hanzawa.
12368,3.04,読み書き,Membaca dan Menulis
12369,3.04,じゅん,"Oh, Tuhan."
12370,3.04,文系,Gaya
12371,3.04,震度,Derajat Seismic
12372,3.04,せっせと,"Oh, Tuhan."
12373,3.04,環境庁,Badan Lingkungan.
12374,3.04,グローブ,Grove.
12375,3.04,導き出す,Aku akan memandumu ke sana.
12376,3.04,ソーセージ,Sosis.
12377,3.04,女系,Tipe wanita.
12378,3.04,起る,Berdiri.
12379,3.04,直撃,Langsung saja.
12380,3.03,潤,Pupuk
12381,3.03,見積もる,Aku akan mencari tahu.
12382,3.03,報う,Itulah yang akan kulakukan.
12383,3.03,憲章,Konstitusi
12384,3.03,そんなふうに,Begitulah cara kerjanya.
12385,3.03,少子,Sonja.
12386,3.03,おみやげ,Maafkan aku.
12387,3.03,灸,Ini hanya masalah waktu.
12388,3.03,ガバ,Gaba
12389,3.03,前原,Asli
12390,3.03,高野,Takano.
12391,3.03,漁師,Seorang nelayan.
12392,3.03,窒素,Nitrogen
12393,3.03,おっちゃん,"Hei, sobat."
12394,3.03,大々的,Terbesar
12395,3.03,東亜,MESIR
12396,3.03,哀れ,Sayang sekali.
12397,3.03,歯止め,Berhenti!
12398,3.03,中高年,Tahun junior.
12399,3.03,セラピー,Terapi.
12400,3.03,ブタ,Babi.
12401,3.03,戦記,Perang
12402,3.03,疑わしい,Aku meragukannya.
12403,3.03,スキーム,Skema
12404,3.03,やう,Ya.
12405,3.03,堺,Ini hanya masalah waktu.
12406,3.03,歌劇,Drama Musikal
12407,3.03,充足,Memuaskan
12408,3.03,中途,Aku segera ke sana.
12409,3.03,しっとり,Menekan
12410,3.03,歳月,Bertahun-tahun.
12411,3.03,買い手,Pembeli.
12412,3.02,ロッカー,Loker
12413,3.02,横須賀,"Aku akan memberitahu Anda apa, saya akan memberitahu Anda apa."
12414,3.02,ＧＷ,GW
12415,3.02,言い渡す,Aku akan memberitahu Anda.
12416,3.02,ジョンソン,Johnson.
12417,3.02,話し方,Cara Berbicara
12418,3.02,造成,Membuat
12419,3.02,とおす,"Oh, Tuhan."
12420,3.02,顕,Aku akan segera kembali.
12421,3.02,横切る,Aku menyeberang.
12422,3.02,レンタカー,Mobil sewaan.
12423,3.02,細工,Karya Seni
12424,3.02,姓,Nama
12425,3.02,取り替える,Aku akan menggantinya.
12426,3.02,緻密,Intricate
12427,3.02,結,Bond
12428,3.02,本誌,Majalah ini.
12429,3.02,ブレア,Blair.
12430,3.01,ダラダラ,Della.
12431,3.01,アクセル,Axel
12432,3.01,取消,Buang
12433,3.01,買物,Membeli.
12434,3.01,メカ,Meka.
12435,3.01,大方,Sebagian besar.
12436,3.01,技師,Seorang insinyur.
12437,3.01,昌,Maafkan aku.
12438,3.01,常務,Direktur.
12439,3.01,声援,Sorak-sorai.
12440,3.01,圧勝,Kewalahan.
12441,3.01,一色,Satu warna
12442,3.01,噺,itu hanya masalah waktu sebelum terlambat.
12443,3.01,鉱物,Mineral
12444,3.01,噴出,Bahan Peledak
12445,3.01,心中,Tepat di hatimu.
12446,3.01,さわる,Aku akan menyentuhmu.
12447,3.01,刑罰,Hukuman.
12448,3.01,実写,Salinan asli
12449,3.01,卓球,Lingkup batang
12450,3.01,あき,A-ha-ha.
12451,3.01,この上ない,Kurasa tidak.
12452,3.01,ジェン,Jen.
12453,3.01,棄却,Bubar.
12454,3.01,しぬ,Aku tidak.
12455,3.0,キャロル,Carol.
12456,3.0,産学,Etnologi.
12457,3.0,ケネディ,Kennedy.
12458,3.0,疑念,Keraguan.
12459,3.0,プロダクト,Produk
12460,3.0,拳銃,Pistol.
12461,3.0,忠告,Tip
12462,3.0,兆候,Tanda-tanda.
12463,3.0,咲かせる,Aku akan membuatnya mekar.
12464,3.0,流用,Alirannya.
12465,3.0,運河,Kanal
12466,3.0,敦,itu hanya masalah waktu sebelum terlambat.
12467,3.0,鉛,Lead
12468,3.0,夕暮れ,Ini sudah malam.
12469,3.0,築地,Tsukiji
12470,3.0,レントゲン,X-ray
12471,3.0,夜空,Langit malam.
12472,3.0,釣れる,Aku bisa menangkapnya.
12473,3.0,親会社,Perusahaan induk.
12474,3.0,小池,Sedikit kolam
12475,3.0,北方,Utara
12476,3.0,繁華,Tidak apa-apa.
12477,3.0,大宮,Omiya.
12478,3.0,各位,Dalam setiap peringkat
12479,3.0,転用,Berpindah
12480,3.0,返金,Tanggung Jawab
12481,3.0,書き手,Penulis
12482,3.0,やりがい,Itu sepadan.
12483,3.0,ピート,Pete.
12484,3.0,失踪,Dia hilang.
12485,3.0,カーン,Khan.
12486,3.0,模範,Contoh
12487,2.99,口実,Alasan.
12488,2.99,怪物,Monster.
12489,2.99,安打,Ini murah.
12490,2.99,符号,Mark.
12491,2.99,狂,Kegilaan.
12492,2.99,装,Rakit
12493,2.99,買い換える,Akan kuambilkan yang baru.
12494,2.99,カジュアル,Kasual
12495,2.99,ＤＮＡ,DNA
12496,2.99,必読,Diperlukan
12497,2.99,動的,Ini dinamis.
12498,2.99,ケンブリッジ,Cambridge.
12499,2.99,踏み入れる,Penyusup
12500,2.99,ゆでる,Aku mendidih.
12501,2.99,橘,Ini hanya masalah waktu.
12502,2.99,ホイール,Roda
12503,2.99,海老,Laut Tua
12504,2.99,虜,Luar biasa.
12505,2.99,浮き彫り,Melangkah./ Melangkah.
12506,2.99,国民党,Partai Nasional.
12507,2.99,町民,Townsmen
12508,2.99,隣国,NeighborhoodName
12509,2.99,織り込む,Instrumen
12510,2.99,絶大,Bagus.
12511,2.98,はつ,Ya.
12512,2.98,しようが,Aku tidak peduli.
12513,2.98,なんせ,Aku tidak peduli.
12514,2.98,締切,Batas
12515,2.98,街並み,Ini seperti sebuah kota.
12516,2.98,ＧＫ,GK
12517,2.98,ホセ,Jose.
12518,2.98,極度,Extreme
12519,2.98,濃縮,Kompresi
12520,2.98,生殖,Reproduksi
12521,2.98,英和,FILIPINA
12522,2.98,のべる,Aku akan segera kembali.
12523,2.98,ボウル,Mangkuk.
12524,2.98,嫁さん,Menantu perempuanku.
12525,2.98,ってか,Aku tidak tahu.
12526,2.98,くれぐれも,Sama-sama.
12527,2.98,ナンセンス,Itu omong kosong.
12528,2.98,並列,Berbaris.
12529,2.98,荒廃,Desolation
12530,2.98,予習,Awal
12531,2.98,マキ,Macha.
12532,2.98,入植,Penjajahan
12533,2.98,取り囲む,Mengelilingi
12534,2.98,地検,Deteksi Lokasi
12535,2.98,重症,Dia serius.
12536,2.98,添削,Algoritma
12537,2.98,従属,Substansi
12538,2.98,りっぱ,Baik.
12539,2.97,吉祥寺,Yoshimi.
12540,2.97,英単語,InggrisName
12541,2.97,天ぷら,Pengembara.
12542,2.97,ブライアン,Brian.
12543,2.97,地中海,LAUT TENGAH
12544,2.97,仕る,Aku akan melakukannya.
12545,2.97,器用,Dia pandai dalam hal itu.
12546,2.97,倍率,Magnitude
12547,2.97,寝不足,Aku tidak bisa tidur.
12548,2.97,出くわす,Aku akan bertemu dengannya.
12549,2.97,賞品,Hadiah.
12550,2.97,商取引,Perdagangan.
12551,2.97,先駆,Awal
12552,2.97,入れ替わる,Aku akan beralih.
12553,2.97,台本,Naskah.
12554,2.97,ひとりひとり,Masing-masing.
12555,2.97,はがき,Hazmat
12556,2.97,対峙,Face-to-face
12557,2.97,ノベル,Novel.
12558,2.97,増資,Meningkatkan
12559,2.97,チョット,Sedikit.
12560,2.97,果,Buahnya.
12561,2.96,ゴロ,Gordo.
12562,2.96,信州,Shikoku
12563,2.96,比喩,KORBAN
12564,2.96,みち,Salah satu cara atau yang lain.
12565,2.96,風力,Anginweather forecast
12566,2.96,ホームラン,Home run
12567,2.96,仮称,Diterjemahkan oleh mumetndase.
12568,2.96,舞踏,Menari.
12569,2.96,ゲン,Gen.
12570,2.96,開戦,Pintunya terbuka.
12571,2.96,元旦,"Oh, Tuhan."
12572,2.96,傘下,Di bawah
12573,2.96,木曜,Kamis
12574,2.96,太平洋戦争,Perang Pasifik
12575,2.96,山間,The Mountain.
12576,2.96,砂浜,Papak Coast
12577,2.96,古本,Buku - Buku Kuno
12578,2.96,サングラス,Kacamata hitam
12579,2.96,都立,CENTRAL
12580,2.96,からかう,Kau pasti bercanda.
12581,2.96,コック,Si koki.
12582,2.96,スズキ,Suki.
12583,2.96,眠気,Mengantuk
12584,2.96,心強い,Aku senang kau di sini.
12585,2.96,おや,Hei.
12586,2.96,払拭,Mencuci
12587,2.96,ｖ,v
12588,2.96,希,MUKJIZAT
12589,2.95,多重,Multiplier
12590,2.95,コーディネート,Concordat
12591,2.95,用具,Peralatan
12592,2.95,ＩＣ,IC
12593,2.95,痴呆,Analgesik.
12594,2.95,農政,Agronomies
12595,2.95,病人,Dia sakit.
12596,2.95,舗装,Platform
12597,2.95,山村,Yamamura
12598,2.95,執拗,Kegigihan.
12599,2.95,全長,Panjang
12600,2.95,誹謗,Fitnah.
12601,2.95,総じて,Semuanya.
12602,2.95,沼,Numazu
12603,2.95,自在,Ini semua milikmu.
12604,2.95,チャネル,Kanal
12605,2.95,文面,Kalimat
12606,2.95,久保田,Kubota.
12607,2.95,アダム,Adam.
12608,2.95,フィート,Sepuluh kaki.
12609,2.95,あわせて,Mari kita pergi.
12610,2.95,感受性,Sensitivitas.
12611,2.95,フェーズ,Tahap
12612,2.95,人情,Humane
12613,2.94,第一人者,Nomor satu.
12614,2.94,宿る,Mengintai
12615,2.94,婆,Nenek.
12616,2.94,初夏,Musim panas Pertama
12617,2.94,分量,Banyaknya
12618,2.94,根付く,Aku akan berpegang pada itu.
12619,2.94,塩素,Klorin
12620,2.94,南極,Antartika
12621,2.94,兄貴,"Hei, kakak."
12622,2.94,天文,Astronomi
12623,2.94,ドリブル,Dribble
12624,2.94,ゆり,Bunga bakung.
12625,2.94,気持ち良い,Rasanya enak.
12626,2.94,最多,Maksimum
12627,2.94,愉しい,Aku tidak tahu.
12628,2.94,既婚,Menikah
12629,2.94,ポルノ,Pornografi
12630,2.94,税務署,Kantor pajak.
12631,2.94,ひそか,Ini rahasia.
12632,2.94,振り込む,Aku akan mengurusnya.
12633,2.94,運航,Apa yang terjadi?
12634,2.94,澄む,Aman.
12635,2.94,実る,Itu tidak penting.
12636,2.94,想い出,Itu kembali padaku.
12637,2.94,インプット,Masukan
12638,2.94,広東,Canton
12639,2.94,上述,& Asumsi
12640,2.94,小僧,Nak.
12641,2.94,通りすがり,Melewati
12642,2.94,造船,Shipbuilder
12643,2.94,なんら,Aku tidak tahu.
12644,2.94,回生,Remedy.
12645,2.94,伝導,Mengirimkan
12646,2.94,憎悪,Benci.
12647,2.94,遊園,Sebuah taman hiburan.
12648,2.94,取り残す,Aku akan meninggalkanmu sendirian.
12649,2.94,いす,Sebuah kursi.
12650,2.93,賑やか,Ini sangat panas.
12651,2.93,休養,Istirahatlah.
12652,2.93,しのぐ,Ganti.
12653,2.93,魅,Fascination.
12654,2.93,無垢,Aku tidak bersalah.
12655,2.93,消失,Tersesat.
12656,2.93,捕虜,Tahanan
12657,2.93,言い回し,Kosakata
12658,2.93,滅ぼす,Hancurkan.
12659,2.93,故人,Mati.
12660,2.93,すませる,Aku akan mengurusnya.
12661,2.93,マルクス主義,Marxisme
12662,2.93,小鳥,Burung
12663,2.93,出頭,Laporan
12664,2.93,チャイルド,Nak.
12665,2.93,ラスベガス,Las Vegas.
12666,2.93,くに,Sial.
12667,2.93,開き直る,Aku akan memperbaikinya.
12668,2.93,バーガー,burger.
12669,2.93,備蓄,Pelestarian
12670,2.93,正午,siang
12671,2.93,紛失,Hilang
12672,2.93,無題,Tidak ada
12673,2.93,免責,Kekebalan.
12674,2.93,満月,Bulan Purnama
12675,2.93,シベリア,SIBERIA
12676,2.92,種族,FAMILITY
12677,2.92,フック,Hook.
12678,2.92,利上げ,Menakjubkan
12679,2.92,伐採,Pencatatan
12680,2.92,閉会,Tertutup
12681,2.92,割り当て,Penugasan
12682,2.92,宮内,Miyagi
12683,2.92,伴,Bantuan
12684,2.92,海峡,Kanal
12685,2.92,洋子,Michiko.
12686,2.92,急性,Ini akut.
12687,2.92,つけ,Ambillah.
12688,2.92,検閲,Konspirasi
12689,2.92,前置き,Taruh di depanku.
12690,2.92,ひろ,Hiro.
12691,2.92,重点的,Indikatif
12692,2.92,小冊子,Sebuah buku kecil.
12693,2.92,雑草,Ganja
12694,2.92,東側,Timur
12695,2.92,新婚,Ini bulan madu kita.
12696,2.91,調書,Dokumentasi
12697,2.91,麓,Dasar
12698,2.91,区切り,Pemisahan
12699,2.91,鉄骨,Tulang besi.
12700,2.91,凝縮,Kondensasi
12701,2.91,ヘルス,Kesehatan
12702,2.91,尊,Kehormatan.
12703,2.91,主題歌,Lagu Tema
12704,2.91,坂口,Tangga.
12705,2.91,おさめる,Tunggu.
12706,2.91,質的,Mari kita lihat beberapa contoh.
12707,2.91,アトリエ,Sebuah studio.
12708,2.91,至福,Senang.
12709,2.91,商談,Pembicaraan bisnis.
12710,2.91,毅,Ketat
12711,2.91,マフラー,Muffler.
12712,2.91,岩田,Iwada.
12713,2.91,たくましい,Hardy.
12714,2.9,たこ,Layang-layang.
12715,2.9,顔色,Lihat dirimu.
12716,2.9,電球,Bola lampu
12717,2.9,近鉄,Konstansial
12718,2.9,銭湯,Aku akan memberimu air panas.
12719,2.9,激怒,Kemarahan
12720,2.9,知らず,Aku tidak tahu.
12721,2.9,タフ,Keras.
12722,2.9,足立,Langkah
12723,2.9,経済学部,Departemen Ekonomi
12724,2.9,おおい,Hei.
12725,2.9,不条理,Itu tidak masuk akal.
12726,2.9,ジャンク,Sampah.
12727,2.9,珈琲,Aku akan segera kembali.
12728,2.9,渓,Gyoi.
12729,2.9,猟,Berburu.
12730,2.9,上半身,Tubuh paling atas.
12731,2.9,健闘,Semoga berhasil.
12732,2.9,趙,Ini hanya masalah waktu.
12733,2.9,病室,Dia di kamar rumah sakit.
12734,2.9,経済企画庁,Economic Projects Agency.
12735,2.9,平壌,Pyongyang
12736,2.9,発砲,Tembakan.
12737,2.9,昔ながら,Once upon a time
12738,2.9,おとな,Dewasa.
12739,2.9,カウントダウン,Hitung mundur
12740,2.89,在学,Dia di sekolah.
12741,2.89,今時,Sekarang
12742,2.89,キリスト教徒,Christian.
12743,2.89,昼飯,Kita akan makan siang.
12744,2.89,醸造,Pembuat bir.
12745,2.89,コントローラ,Controller
12746,2.89,クッション,Bantal.
12747,2.89,新株,Saham baru.
12748,2.89,チャーター,Charmer.
12749,2.89,氾濫,Kewalahan
12750,2.89,好き嫌い,Aku tidak menyukaimu.
12751,2.89,バグダッド,Bagdad
12752,2.89,洲,Ini hanya masalah waktu.
12753,2.89,戦艦,Sebuah kapal perang.
12754,2.89,醍醐味,Ini lezat.
12755,2.89,蟹,Maafkan aku.
12756,2.89,本紙,Kertas utama
12757,2.89,奇,Ini aneh.
12758,2.89,宣,Menyatakan
12759,2.89,制す,Aku akan mengurusnya.
12760,2.89,エリック,Eric.
12761,2.89,リクルート,Ritual.
12762,2.89,椿,itu hanya masalah waktu sebelum terlambat.
12763,2.89,整形,Ortodontik
12764,2.89,まかなう,Aku akan membayarnya.
12765,2.88,にたいする,Maafkan aku.
12766,2.88,詩集,Puisi
12767,2.88,着工,[ Gambar di hlm. 17]
12768,2.88,乱用,Penyalahgunaan
12769,2.88,供養,Hadiah.
12770,2.88,ＯＬ,OL
12771,2.88,セーター,Sweater.
12772,2.88,雛,Maafkan aku.
12773,2.88,大山,Oyama.
12774,2.88,赤十字,Palang Merah
12775,2.88,減速,Pelan-pelan.
12776,2.88,心底,Jauh di lubuk hati.
12777,2.88,のびる,Menekan
12778,2.88,ダンボール,Dunball.
12779,2.88,動力,Daya
12780,2.88,申しわけ,Maafkan aku.
12781,2.88,恩,Terima kasih.
12782,2.87,武蔵,Takeshi.
12783,2.87,がかり,Aku akan mengurusnya.
12784,2.87,見張る,Awas.
12785,2.87,真っ直ぐ,Lurus
12786,2.87,グアム,Guam
12787,2.87,漕ぐ,"Baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris, baris"
12788,2.87,エアー,Udara.
12789,2.87,ほのぼの,Panas.
12790,2.87,スーパーマーケット,Ini supermarket.
12791,2.87,喜劇,Ini komedi.
12792,2.87,辞退,Aku menolak.
12793,2.87,お参り,Ini dia.
12794,2.87,マメ,Sperma
12795,2.87,テック,Teknisi.
12796,2.87,蒸し暑い,"It's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot, it's hot"
12797,2.87,身元,Identifikasi
12798,2.87,本数,Jumlah salinan
12799,2.87,皇族,The Imperials.
12800,2.87,強風,Angin Beranginweather condition
12801,2.87,設問,Pertanyaannya adalah:
12802,2.87,未明,MENIT
12803,2.87,書き上げる,Tulis
12804,2.87,白鳥,Swan.
12805,2.87,上り,Naik.
12806,2.87,素子,Akiko.
12807,2.87,断絶,Kesenjangan
12808,2.87,常々,Selalu.
12809,2.87,シルク,Sutra
12810,2.87,存分,Cukup.
12811,2.87,硬化,Struktur
12812,2.87,吊る,Hang
12813,2.87,レディ,Nona.
12814,2.87,増員,Lebih banyak orang.
12815,2.86,帳簿,Buku Buku Buku
12816,2.86,堅持,Tunggu.
12817,2.86,防げる,Aku tidak bisa.
12818,2.86,金色,Golden
12819,2.86,叔母,Bibi.
12820,2.86,自治省,Departemen Otonom.
12821,2.86,法務大臣,Menteri Kehakiman.
12822,2.86,よぶ,"Tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak."
12823,2.86,温室,Rumah kaca.
12824,2.86,逐次,Intensibly
12825,2.86,モチ,Motivasi
12826,2.86,倉,Gudang
12827,2.86,酒造,Pembuatan Anggur
12828,2.86,紀元前,SM
12829,2.86,誘い,Aku akan mengajakmu keluar.
12830,2.86,イレブン,Ibn.
12831,2.86,ｓ,s
12832,2.86,あや,"Hai, Bu."
12833,2.86,緊密,Tutup
12834,2.86,見回す,Lihat sekelilingmu.
12835,2.86,クロック,Croc
12836,2.86,カセット,Cassettes
12837,2.86,起す,Bangun.
12838,2.86,アルク,Alk.
12839,2.86,よぎる,Baiklah.
12840,2.86,盛大,Itu bagus.
12841,2.86,締め,Cretin
12842,2.86,鶏肉,Ayam.
12843,2.86,サンパウロ,São Paulo
12844,2.86,ビリー,Billy.
12845,2.86,思いやる,Itulah yang saya bicarakan.
12846,2.86,平山,Hirayama.
12847,2.86,手掛ける,Aku akan mengurusnya.
12848,2.86,推し進める,Aku sedang di atasnya.
12849,2.86,見つけ出す,Aku akan mencari tahu.
12850,2.86,ひねる,Maafkan aku.
12851,2.86,はおる,Ya.
12852,2.86,会計検査院,Kantor Akuntansi.
12853,2.86,同点,Sinonim
12854,2.85,懲りる,Kebijaksanaan.
12855,2.85,ヘッジファンド,Dana Hedig
12856,2.85,王家,Royalty.
12857,2.85,カメ,Kura-kura.
12858,2.85,賑わう,Maafkan aku.
12859,2.85,イザ,Isa.
12860,2.85,推察,Aku menebak.
12861,2.85,好物,Aku menyukainya.
12862,2.85,まんが,"Oh, Tuhan."
12863,2.85,一級,Kelas Pertama
12864,2.85,試食,Sampel.
12865,2.85,古今,Sudah lama sekali.
12866,2.85,山内,Di pegunungan.
12867,2.85,アンナ,Anna.
12868,2.85,学芸,Seni
12869,2.85,ずらす,Aku akan melepasnya.
12870,2.85,とかす,Makanan ringan
12871,2.85,痕跡,Trek
12872,2.85,新入生,Mahasiswa baru.
12873,2.85,めど,Wow.
12874,2.85,ヘルパー,Membantu.
12875,2.85,粗,Jelek
12876,2.85,ダイニング,Makan.
12877,2.85,おそらくは,Mungkin.
12878,2.85,椎名,Nama tulang belakang.
12879,2.85,譜,Frekuensi
12880,2.85,巨匠,Guru.
12881,2.85,一変,Ini perubahan besar.
12882,2.85,派兵,Militer.
12883,2.85,特撮,Khusus
12884,2.85,有数,Pengali
12885,2.85,社団,Company.
12886,2.85,ライブラリー,Perpustakaan.
12887,2.85,金魚,Ikan emas.
12888,2.85,付随,Substansi
12889,2.85,ぜん,"Tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak, tidak."
12890,2.85,生育,Tumbuh Besar
12891,2.84,余韻,Symphony
12892,2.84,腎臓,Ginjal.
12893,2.84,村田,Murata.
12894,2.84,放り込む,Lemparkan.
12895,2.84,７つ,Tujuh.
12896,2.84,守護,Pelindung.
12897,2.84,再三,Kekambuhan
12898,2.84,チャージ,Mengisi.
12899,2.84,急行,Aku segera ke sana.
12900,2.84,軽蔑,Memalukan
12901,2.84,リベラル,Etnik
12902,2.84,将校,Petugas.
12903,2.84,読み解く,Sederhanakan
12904,2.84,富裕,Kaya.
12905,2.84,跡地,Sebuah situs.
12906,2.84,Ｗｅｂ,Web
12907,2.84,先着,Precedent
12908,2.84,れい,Tidak apa-apa.
12909,2.84,親密,Tutup
12910,2.84,初歩,Inisial
12911,2.84,エレクトロニクス,Elektronik.
12912,2.84,忠誠,Integritas
12913,2.84,たれ,Ayo.
12914,2.84,貴い,Berharga
12915,2.83,粘土,Clay
12916,2.83,ゴロゴロ,"Pergi, pergi, pergi, pergi, pergi, pergi, pergi, pergi, pergi."
12917,2.83,予告編,Prakiraan.
12918,2.83,織田,Ruas Daur Bersepeda
12919,2.83,略称,Abbreviation
12920,2.83,酔い,Aku mabuk.
12921,2.83,エンターテインメント,Hiburan
12922,2.83,有給,Dapat dibayar
12923,2.83,取締,Kontrol
12924,2.83,同市,Kota.
12925,2.83,重度,Hard
12926,2.83,先々,Aku akan menemuimu sebentar lagi.
12927,2.83,物色,Warna
12928,2.83,ソロモン,Salomo
12929,2.83,街角,Sudut jalan.
