rank,frequency,lemma,indonesia,lemma_length,kanji_ratio,cluster,kanji_category
12329,3.06,甘味,Manis.,2,1.0,2,Kanji
12330,3.06,必需,Kebutuhan,2,1.0,2,Kanji
12331,3.06,ｋ,k,1,0.0,2,Non-Kanji
12332,3.06,エレベータ,Elevator,5,0.0,1,Non-Kanji
12333,3.06,何一つ,Tidak ada.,3,0.6666666666666666,2,Kanji
12334,3.06,減額,Kurang,2,1.0,2,Kanji
12335,3.06,自前,¶ On My Own,2,1.0,2,Kanji
12336,3.06,旭,Maafkan aku.,1,1.0,2,Kanji
12337,3.06,森山,Moriyama.,2,1.0,2,Kanji
12338,3.05,顎,rahang,1,1.0,2,Kanji
12339,3.05,東日本,Jepang Timur,3,1.0,2,Kanji
12340,3.05,放浪,Pengembaraan,2,1.0,2,Kanji
12341,3.05,ババ,Baba.,2,0.0,1,Non-Kanji
12342,3.05,御飯,Makan malam.,2,1.0,2,Kanji
12343,3.05,月日,Bulan,2,1.0,2,Kanji
12344,3.05,そうこう,Oke.,4,0.0,1,Non-Kanji
12345,3.05,ちよ,Ayo.,2,0.0,1,Non-Kanji
12346,3.05,雑音,Kebisingan,2,1.0,2,Kanji
12347,3.05,スプレー,Semprot,4,0.0,1,Non-Kanji
12348,3.05,分断,Disosiasi,2,1.0,2,Kanji
12349,3.05,恨み,Kekesalan,2,0.5,2,Kanji
12350,3.05,罪悪,Sinus,2,1.0,2,Kanji
12351,3.05,長引く,Ini adalah waktu yang lama.,3,0.6666666666666666,2,Kanji
12352,3.05,腰痛,Sakit punggung,2,1.0,2,Kanji
12353,3.05,凹む,Kencangkan,2,0.5,2,Kanji
12354,3.05,改憲,Rekonsiliasi,2,1.0,2,Kanji
12355,3.05,ひらく,"Oh, Tuhan.",3,0.0,1,Non-Kanji
12356,3.05,申し立て,Penuntutan.,4,0.5,1,Kanji
12357,3.05,学費,Di sekolah.,2,1.0,2,Kanji
12358,3.04,開講,Buka,2,1.0,2,Kanji
12359,3.04,仕込む,Aku akan memakainya.,3,0.6666666666666666,2,Kanji
12360,3.04,打合せ,Maafkan aku.,3,0.6666666666666666,2,Kanji
12361,3.04,つま,Toe.,2,0.0,1,Non-Kanji
12362,3.04,パワフル,Pawful.,4,0.0,1,Non-Kanji
12363,3.04,アミ,Amis.,2,0.0,1,Non-Kanji
12364,3.04,知らせる,Aku akan memberitahumu.,4,0.25,1,Kanji
12365,3.04,構文,sintaks,2,1.0,2,Kanji
12366,3.04,候,Suspensi,1,1.0,2,Kanji
12367,3.04,下北沢,Turunkan Hanzawa.,3,1.0,2,Kanji
12368,3.04,読み書き,Membaca dan Menulis,4,0.5,1,Kanji
12369,3.04,じゅん,"Oh, Tuhan.",3,0.0,1,Non-Kanji
12370,3.04,文系,Gaya,2,1.0,2,Kanji
12371,3.04,震度,Derajat Seismic,2,1.0,2,Kanji
12372,3.04,せっせと,"Oh, Tuhan.",4,0.0,1,Non-Kanji
12373,3.04,環境庁,Badan Lingkungan.,3,1.0,2,Kanji
12374,3.04,グローブ,Grove.,4,0.0,1,Non-Kanji
12375,3.04,導き出す,Aku akan memandumu ke sana.,4,0.5,1,Kanji
12376,3.04,ソーセージ,Sosis.,5,0.0,1,Non-Kanji
12377,3.04,女系,Tipe wanita.,2,1.0,2,Kanji
12378,3.04,起る,Berdiri.,2,0.5,2,Kanji
12379,3.04,直撃,Langsung saja.,2,1.0,2,Kanji
12380,3.03,潤,Pupuk,1,1.0,2,Kanji
12381,3.03,見積もる,Aku akan mencari tahu.,4,0.5,1,Kanji
12382,3.03,報う,Itulah yang akan kulakukan.,2,0.5,2,Kanji
12383,3.03,憲章,Konstitusi,2,1.0,2,Kanji
12384,3.03,そんなふうに,Begitulah cara kerjanya.,6,0.0,1,Non-Kanji
12385,3.03,少子,Sonja.,2,1.0,2,Kanji
12386,3.03,おみやげ,Maafkan aku.,4,0.0,1,Non-Kanji
12387,3.03,灸,Ini hanya masalah waktu.,1,1.0,2,Kanji
12388,3.03,ガバ,Gaba,2,0.0,1,Non-Kanji
12389,3.03,前原,Asli,2,1.0,2,Kanji
12390,3.03,高野,Takano.,2,1.0,2,Kanji
12391,3.03,漁師,Seorang nelayan.,2,1.0,2,Kanji
12392,3.03,窒素,Nitrogen,2,1.0,2,Kanji
12393,3.03,おっちゃん,"Hei, sobat.",5,0.0,1,Non-Kanji
12394,3.03,大々的,Terbesar,3,0.6666666666666666,2,Kanji
12395,3.03,東亜,MESIR,2,1.0,2,Kanji
12396,3.03,哀れ,Sayang sekali.,2,0.5,2,Kanji
12397,3.03,歯止め,Berhenti!,3,0.6666666666666666,2,Kanji
12398,3.03,中高年,Tahun junior.,3,1.0,2,Kanji
12399,3.03,セラピー,Terapi.,4,0.0,1,Non-Kanji
12400,3.03,ブタ,Babi.,2,0.0,1,Non-Kanji
12401,3.03,戦記,Perang,2,1.0,2,Kanji
12402,3.03,疑わしい,Aku meragukannya.,4,0.25,1,Kanji
12403,3.03,スキーム,Skema,4,0.0,1,Non-Kanji
12404,3.03,やう,Ya.,2,0.0,1,Non-Kanji
12405,3.03,堺,Ini hanya masalah waktu.,1,1.0,2,Kanji
12406,3.03,歌劇,Drama Musikal,2,1.0,2,Kanji
12407,3.03,充足,Memuaskan,2,1.0,2,Kanji
12408,3.03,中途,Aku segera ke sana.,2,1.0,2,Kanji
12409,3.03,しっとり,Menekan,4,0.0,1,Non-Kanji
12410,3.03,歳月,Bertahun-tahun.,2,1.0,2,Kanji
12411,3.03,買い手,Pembeli.,3,0.6666666666666666,2,Kanji
12412,3.02,ロッカー,Loker,4,0.0,1,Non-Kanji
12413,3.02,横須賀,"Aku akan memberitahu Anda apa, saya akan memberitahu Anda apa.",3,1.0,2,Kanji
12414,3.02,ＧＷ,GW,2,0.0,1,Non-Kanji
12415,3.02,言い渡す,Aku akan memberitahu Anda.,4,0.5,1,Kanji
12416,3.02,ジョンソン,Johnson.,5,0.0,1,Non-Kanji
12417,3.02,話し方,Cara Berbicara,3,0.6666666666666666,2,Kanji
12418,3.02,造成,Membuat,2,1.0,2,Kanji
12419,3.02,とおす,"Oh, Tuhan.",3,0.0,1,Non-Kanji
12420,3.02,顕,Aku akan segera kembali.,1,1.0,2,Kanji
12421,3.02,横切る,Aku menyeberang.,3,0.6666666666666666,2,Kanji
12422,3.02,レンタカー,Mobil sewaan.,5,0.0,1,Non-Kanji
12423,3.02,細工,Karya Seni,2,1.0,2,Kanji
12424,3.02,姓,Nama,1,1.0,2,Kanji
12425,3.02,取り替える,Aku akan menggantinya.,5,0.4,1,Kanji
12426,3.02,緻密,Intricate,2,1.0,2,Kanji
12427,3.02,結,Bond,1,1.0,2,Kanji
12428,3.02,本誌,Majalah ini.,2,1.0,2,Kanji
12429,3.02,ブレア,Blair.,3,0.0,1,Non-Kanji
12430,3.01,ダラダラ,Della.,4,0.0,1,Non-Kanji
12431,3.01,アクセル,Axel,4,0.0,1,Non-Kanji
12432,3.01,取消,Buang,2,1.0,2,Kanji
12433,3.01,買物,Membeli.,2,1.0,2,Kanji
12434,3.01,メカ,Meka.,2,0.0,1,Non-Kanji
12435,3.01,大方,Sebagian besar.,2,1.0,2,Kanji
12436,3.01,技師,Seorang insinyur.,2,1.0,2,Kanji
12437,3.01,昌,Maafkan aku.,1,1.0,2,Kanji
12438,3.01,常務,Direktur.,2,1.0,2,Kanji
12439,3.01,声援,Sorak-sorai.,2,1.0,2,Kanji
12440,3.01,圧勝,Kewalahan.,2,1.0,2,Kanji
12441,3.01,一色,Satu warna,2,1.0,2,Kanji
12442,3.01,噺,itu hanya masalah waktu sebelum terlambat.,1,1.0,2,Kanji
12443,3.01,鉱物,Mineral,2,1.0,2,Kanji
12444,3.01,噴出,Bahan Peledak,2,1.0,2,Kanji
12445,3.01,心中,Tepat di hatimu.,2,1.0,2,Kanji
12446,3.01,さわる,Aku akan menyentuhmu.,3,0.0,1,Non-Kanji
12447,3.01,刑罰,Hukuman.,2,1.0,2,Kanji
12448,3.01,実写,Salinan asli,2,1.0,2,Kanji
12449,3.01,卓球,Lingkup batang,2,1.0,2,Kanji
12450,3.01,あき,A-ha-ha.,2,0.0,1,Non-Kanji
12451,3.01,この上ない,Kurasa tidak.,5,0.2,1,Kanji
12452,3.01,ジェン,Jen.,3,0.0,1,Non-Kanji
12453,3.01,棄却,Bubar.,2,1.0,2,Kanji
12454,3.01,しぬ,Aku tidak.,2,0.0,1,Non-Kanji
12455,3.0,キャロル,Carol.,4,0.0,1,Non-Kanji
12456,3.0,産学,Etnologi.,2,1.0,2,Kanji
12457,3.0,ケネディ,Kennedy.,4,0.0,1,Non-Kanji
12458,3.0,疑念,Keraguan.,2,1.0,2,Kanji
12459,3.0,プロダクト,Produk,5,0.0,1,Non-Kanji
12460,3.0,拳銃,Pistol.,2,1.0,2,Kanji
12461,3.0,忠告,Tip,2,1.0,2,Kanji
12462,3.0,兆候,Tanda-tanda.,2,1.0,2,Kanji
12463,3.0,咲かせる,Aku akan membuatnya mekar.,4,0.25,1,Kanji
12464,3.0,流用,Alirannya.,2,1.0,2,Kanji
12465,3.0,運河,Kanal,2,1.0,2,Kanji
12466,3.0,敦,itu hanya masalah waktu sebelum terlambat.,1,1.0,2,Kanji
12467,3.0,鉛,Lead,1,1.0,2,Kanji
12468,3.0,夕暮れ,Ini sudah malam.,3,0.6666666666666666,2,Kanji
12469,3.0,築地,Tsukiji,2,1.0,2,Kanji
12470,3.0,レントゲン,X-ray,5,0.0,1,Non-Kanji
12471,3.0,夜空,Langit malam.,2,1.0,2,Kanji
12472,3.0,釣れる,Aku bisa menangkapnya.,3,0.3333333333333333,1,Kanji
12473,3.0,親会社,Perusahaan induk.,3,1.0,2,Kanji
12474,3.0,小池,Sedikit kolam,2,1.0,2,Kanji
12475,3.0,北方,Utara,2,1.0,2,Kanji
12476,3.0,繁華,Tidak apa-apa.,2,1.0,2,Kanji
12477,3.0,大宮,Omiya.,2,1.0,2,Kanji
12478,3.0,各位,Dalam setiap peringkat,2,1.0,2,Kanji
12479,3.0,転用,Berpindah,2,1.0,2,Kanji
12480,3.0,返金,Tanggung Jawab,2,1.0,2,Kanji
12481,3.0,書き手,Penulis,3,0.6666666666666666,2,Kanji
12482,3.0,やりがい,Itu sepadan.,4,0.0,1,Non-Kanji
12483,3.0,ピート,Pete.,3,0.0,1,Non-Kanji
12484,3.0,失踪,Dia hilang.,2,1.0,2,Kanji
12485,3.0,カーン,Khan.,3,0.0,1,Non-Kanji
12486,3.0,模範,Contoh,2,1.0,2,Kanji
12487,2.99,口実,Alasan.,2,1.0,2,Kanji
12488,2.99,怪物,Monster.,2,1.0,2,Kanji
12489,2.99,安打,Ini murah.,2,1.0,2,Kanji
12490,2.99,符号,Mark.,2,1.0,2,Kanji
12491,2.99,狂,Kegilaan.,1,1.0,2,Kanji
12492,2.99,装,Rakit,1,1.0,2,Kanji
12493,2.99,買い換える,Akan kuambilkan yang baru.,5,0.4,1,Kanji
12494,2.99,カジュアル,Kasual,5,0.0,1,Non-Kanji
12495,2.99,ＤＮＡ,DNA,3,0.0,1,Non-Kanji
12496,2.99,必読,Diperlukan,2,1.0,2,Kanji
12497,2.99,動的,Ini dinamis.,2,1.0,2,Kanji
12498,2.99,ケンブリッジ,Cambridge.,6,0.0,1,Non-Kanji
12499,2.99,踏み入れる,Penyusup,5,0.4,1,Kanji
12500,2.99,ゆでる,Aku mendidih.,3,0.0,1,Non-Kanji
12501,2.99,橘,Ini hanya masalah waktu.,1,1.0,2,Kanji
12502,2.99,ホイール,Roda,4,0.0,1,Non-Kanji
12503,2.99,海老,Laut Tua,2,1.0,2,Kanji
12504,2.99,虜,Luar biasa.,1,1.0,2,Kanji
12505,2.99,浮き彫り,Melangkah./ Melangkah.,4,0.5,1,Kanji
12506,2.99,国民党,Partai Nasional.,3,1.0,2,Kanji
12507,2.99,町民,Townsmen,2,1.0,2,Kanji
12508,2.99,隣国,NeighborhoodName,2,1.0,2,Kanji
12509,2.99,織り込む,Instrumen,4,0.5,1,Kanji
12510,2.99,絶大,Bagus.,2,1.0,2,Kanji
12511,2.98,はつ,Ya.,2,0.0,1,Non-Kanji
12512,2.98,しようが,Aku tidak peduli.,4,0.0,1,Non-Kanji
12513,2.98,なんせ,Aku tidak peduli.,3,0.0,1,Non-Kanji
12514,2.98,締切,Batas,2,1.0,2,Kanji
12515,2.98,街並み,Ini seperti sebuah kota.,3,0.6666666666666666,2,Kanji
12516,2.98,ＧＫ,GK,2,0.0,1,Non-Kanji
12517,2.98,ホセ,Jose.,2,0.0,1,Non-Kanji
12518,2.98,極度,Extreme,2,1.0,2,Kanji
12519,2.98,濃縮,Kompresi,2,1.0,2,Kanji
12520,2.98,生殖,Reproduksi,2,1.0,2,Kanji
12521,2.98,英和,FILIPINA,2,1.0,2,Kanji
12522,2.98,のべる,Aku akan segera kembali.,3,0.0,1,Non-Kanji
12523,2.98,ボウル,Mangkuk.,3,0.0,1,Non-Kanji
12524,2.98,嫁さん,Menantu perempuanku.,3,0.3333333333333333,1,Kanji
12525,2.98,ってか,Aku tidak tahu.,3,0.0,1,Non-Kanji
12526,2.98,くれぐれも,Sama-sama.,5,0.0,1,Non-Kanji
12527,2.98,ナンセンス,Itu omong kosong.,5,0.0,1,Non-Kanji
12528,2.98,並列,Berbaris.,2,1.0,2,Kanji
12529,2.98,荒廃,Desolation,2,1.0,2,Kanji
12530,2.98,予習,Awal,2,1.0,2,Kanji
12531,2.98,マキ,Macha.,2,0.0,1,Non-Kanji
12532,2.98,入植,Penjajahan,2,1.0,2,Kanji
12533,2.98,取り囲む,Mengelilingi,4,0.5,1,Kanji
12534,2.98,地検,Deteksi Lokasi,2,1.0,2,Kanji
12535,2.98,重症,Dia serius.,2,1.0,2,Kanji
12536,2.98,添削,Algoritma,2,1.0,2,Kanji
12537,2.98,従属,Substansi,2,1.0,2,Kanji
12538,2.98,りっぱ,Baik.,3,0.0,1,Non-Kanji
12539,2.97,吉祥寺,Yoshimi.,3,1.0,2,Kanji
12540,2.97,英単語,InggrisName,3,1.0,2,Kanji
12541,2.97,天ぷら,Pengembara.,3,0.3333333333333333,1,Kanji
12542,2.97,ブライアン,Brian.,5,0.0,1,Non-Kanji
12543,2.97,地中海,LAUT TENGAH,3,1.0,2,Kanji
12544,2.97,仕る,Aku akan melakukannya.,2,0.5,2,Kanji
12545,2.97,器用,Dia pandai dalam hal itu.,2,1.0,2,Kanji
12546,2.97,倍率,Magnitude,2,1.0,2,Kanji
12547,2.97,寝不足,Aku tidak bisa tidur.,3,1.0,2,Kanji
12548,2.97,出くわす,Aku akan bertemu dengannya.,4,0.25,1,Kanji
12549,2.97,賞品,Hadiah.,2,1.0,2,Kanji
12550,2.97,商取引,Perdagangan.,3,1.0,2,Kanji
12551,2.97,先駆,Awal,2,1.0,2,Kanji
12552,2.97,入れ替わる,Aku akan beralih.,5,0.4,1,Kanji
12553,2.97,台本,Naskah.,2,1.0,2,Kanji
12554,2.97,ひとりひとり,Masing-masing.,6,0.0,1,Non-Kanji
12555,2.97,はがき,Hazmat,3,0.0,1,Non-Kanji
12556,2.97,対峙,Face-to-face,2,1.0,2,Kanji
12557,2.97,ノベル,Novel.,3,0.0,1,Non-Kanji
12558,2.97,増資,Meningkatkan,2,1.0,2,Kanji
12559,2.97,チョット,Sedikit.,4,0.0,1,Non-Kanji
12560,2.97,果,Buahnya.,1,1.0,2,Kanji
12561,2.96,ゴロ,Gordo.,2,0.0,1,Non-Kanji
12562,2.96,信州,Shikoku,2,1.0,2,Kanji
12563,2.96,比喩,KORBAN,2,1.0,2,Kanji
12564,2.96,みち,Salah satu cara atau yang lain.,2,0.0,1,Non-Kanji
12565,2.96,風力,Anginweather forecast,2,1.0,2,Kanji
12566,2.96,ホームラン,Home run,5,0.0,1,Non-Kanji
12567,2.96,仮称,Diterjemahkan oleh mumetndase.,2,1.0,2,Kanji
12568,2.96,舞踏,Menari.,2,1.0,2,Kanji
12569,2.96,ゲン,Gen.,2,0.0,1,Non-Kanji
12570,2.96,開戦,Pintunya terbuka.,2,1.0,2,Kanji
12571,2.96,元旦,"Oh, Tuhan.",2,1.0,2,Kanji
12572,2.96,傘下,Di bawah,2,1.0,2,Kanji
12573,2.96,木曜,Kamis,2,1.0,2,Kanji
12574,2.96,太平洋戦争,Perang Pasifik,5,1.0,1,Kanji
12575,2.96,山間,The Mountain.,2,1.0,2,Kanji
12576,2.96,砂浜,Papak Coast,2,1.0,2,Kanji
12577,2.96,古本,Buku - Buku Kuno,2,1.0,2,Kanji
12578,2.96,サングラス,Kacamata hitam,5,0.0,1,Non-Kanji
12579,2.96,都立,CENTRAL,2,1.0,2,Kanji
12580,2.96,からかう,Kau pasti bercanda.,4,0.0,1,Non-Kanji
12581,2.96,コック,Si koki.,3,0.0,1,Non-Kanji
12582,2.96,スズキ,Suki.,3,0.0,1,Non-Kanji
12583,2.96,眠気,Mengantuk,2,1.0,2,Kanji
12584,2.96,心強い,Aku senang kau di sini.,3,0.6666666666666666,2,Kanji
12585,2.96,おや,Hei.,2,0.0,1,Non-Kanji
12586,2.96,払拭,Mencuci,2,1.0,2,Kanji
12587,2.96,ｖ,v,1,0.0,2,Non-Kanji
12588,2.96,希,MUKJIZAT,1,1.0,2,Kanji
12589,2.95,多重,Multiplier,2,1.0,2,Kanji
12590,2.95,コーディネート,Concordat,7,0.0,1,Non-Kanji
12591,2.95,用具,Peralatan,2,1.0,2,Kanji
12592,2.95,ＩＣ,IC,2,0.0,1,Non-Kanji
12593,2.95,痴呆,Analgesik.,2,1.0,2,Kanji
12594,2.95,農政,Agronomies,2,1.0,2,Kanji
12595,2.95,病人,Dia sakit.,2,1.0,2,Kanji
12596,2.95,舗装,Platform,2,1.0,2,Kanji
12597,2.95,山村,Yamamura,2,1.0,2,Kanji
12598,2.95,執拗,Kegigihan.,2,1.0,2,Kanji
12599,2.95,全長,Panjang,2,1.0,2,Kanji
12600,2.95,誹謗,Fitnah.,2,1.0,2,Kanji
12601,2.95,総じて,Semuanya.,3,0.3333333333333333,1,Kanji
12602,2.95,沼,Numazu,1,1.0,2,Kanji
12603,2.95,自在,Ini semua milikmu.,2,1.0,2,Kanji
12604,2.95,チャネル,Kanal,4,0.0,1,Non-Kanji
12605,2.95,文面,Kalimat,2,1.0,2,Kanji
12606,2.95,久保田,Kubota.,3,1.0,2,Kanji
12607,2.95,アダム,Adam.,3,0.0,1,Non-Kanji
12608,2.95,フィート,Sepuluh kaki.,4,0.0,1,Non-Kanji
12609,2.95,あわせて,Mari kita pergi.,4,0.0,1,Non-Kanji
12610,2.95,感受性,Sensitivitas.,3,1.0,2,Kanji
12611,2.95,フェーズ,Tahap,4,0.0,1,Non-Kanji
12612,2.95,人情,Humane,2,1.0,2,Kanji
12613,2.94,第一人者,Nomor satu.,4,1.0,2,Kanji
12614,2.94,宿る,Mengintai,2,0.5,2,Kanji
12615,2.94,婆,Nenek.,1,1.0,2,Kanji
12616,2.94,初夏,Musim panas Pertama,2,1.0,2,Kanji
12617,2.94,分量,Banyaknya,2,1.0,2,Kanji
12618,2.94,根付く,Aku akan berpegang pada itu.,3,0.6666666666666666,2,Kanji
12619,2.94,塩素,Klorin,2,1.0,2,Kanji
12620,2.94,南極,Antartika,2,1.0,2,Kanji
12621,2.94,兄貴,"Hei, kakak.",2,1.0,2,Kanji
12622,2.94,天文,Astronomi,2,1.0,2,Kanji
12623,2.94,ドリブル,Dribble,4,0.0,1,Non-Kanji
12624,2.94,ゆり,Bunga bakung.,2,0.0,1,Non-Kanji
12625,2.94,気持ち良い,Rasanya enak.,5,0.6,1,Kanji
12626,2.94,最多,Maksimum,2,1.0,2,Kanji
12627,2.94,愉しい,Aku tidak tahu.,3,0.3333333333333333,1,Kanji
12628,2.94,既婚,Menikah,2,1.0,2,Kanji
12629,2.94,ポルノ,Pornografi,3,0.0,1,Non-Kanji
12630,2.94,税務署,Kantor pajak.,3,1.0,2,Kanji
12631,2.94,ひそか,Ini rahasia.,3,0.0,1,Non-Kanji
12632,2.94,振り込む,Aku akan mengurusnya.,4,0.5,1,Kanji
12633,2.94,運航,Apa yang terjadi?,2,1.0,2,Kanji
12634,2.94,澄む,Aman.,2,0.5,2,Kanji
12635,2.94,実る,Itu tidak penting.,2,0.5,2,Kanji
12636,2.94,想い出,Itu kembali padaku.,3,0.6666666666666666,2,Kanji
12637,2.94,インプット,Masukan,5,0.0,1,Non-Kanji
12638,2.94,広東,Canton,2,1.0,2,Kanji
12639,2.94,上述,& Asumsi,2,1.0,2,Kanji
12640,2.94,小僧,Nak.,2,1.0,2,Kanji
12641,2.94,通りすがり,Melewati,5,0.2,1,Kanji
12642,2.94,造船,Shipbuilder,2,1.0,2,Kanji
12643,2.94,なんら,Aku tidak tahu.,3,0.0,1,Non-Kanji
12644,2.94,回生,Remedy.,2,1.0,2,Kanji
12645,2.94,伝導,Mengirimkan,2,1.0,2,Kanji
12646,2.94,憎悪,Benci.,2,1.0,2,Kanji
12647,2.94,遊園,Sebuah taman hiburan.,2,1.0,2,Kanji
12648,2.94,取り残す,Aku akan meninggalkanmu sendirian.,4,0.5,1,Kanji
12649,2.94,いす,Sebuah kursi.,2,0.0,1,Non-Kanji
12650,2.93,賑やか,Ini sangat panas.,3,0.3333333333333333,1,Kanji
12651,2.93,休養,Istirahatlah.,2,1.0,2,Kanji
12652,2.93,しのぐ,Ganti.,3,0.0,1,Non-Kanji
12653,2.93,魅,Fascination.,1,1.0,2,Kanji
12654,2.93,無垢,Aku tidak bersalah.,2,1.0,2,Kanji
12655,2.93,消失,Tersesat.,2,1.0,2,Kanji
12656,2.93,捕虜,Tahanan,2,1.0,2,Kanji
12657,2.93,言い回し,Kosakata,4,0.5,1,Kanji
12658,2.93,滅ぼす,Hancurkan.,3,0.3333333333333333,1,Kanji
12659,2.93,故人,Mati.,2,1.0,2,Kanji
12660,2.93,すませる,Aku akan mengurusnya.,4,0.0,1,Non-Kanji
12661,2.93,マルクス主義,Marxisme,6,0.3333333333333333,1,Kanji
12662,2.93,小鳥,Burung,2,1.0,2,Kanji
12663,2.93,出頭,Laporan,2,1.0,2,Kanji
12664,2.93,チャイルド,Nak.,5,0.0,1,Non-Kanji
12665,2.93,ラスベガス,Las Vegas.,5,0.0,1,Non-Kanji
12666,2.93,くに,Sial.,2,0.0,1,Non-Kanji
12667,2.93,開き直る,Aku akan memperbaikinya.,4,0.5,1,Kanji
12668,2.93,バーガー,burger.,4,0.0,1,Non-Kanji
12669,2.93,備蓄,Pelestarian,2,1.0,2,Kanji
12670,2.93,正午,siang,2,1.0,2,Kanji
12671,2.93,紛失,Hilang,2,1.0,2,Kanji
12672,2.93,無題,Tidak ada,2,1.0,2,Kanji
12673,2.93,免責,Kekebalan.,2,1.0,2,Kanji
12674,2.93,満月,Bulan Purnama,2,1.0,2,Kanji
12675,2.93,シベリア,SIBERIA,4,0.0,1,Non-Kanji
12676,2.92,種族,FAMILITY,2,1.0,2,Kanji
12677,2.92,フック,Hook.,3,0.0,1,Non-Kanji
12678,2.92,利上げ,Menakjubkan,3,0.6666666666666666,2,Kanji
12679,2.92,伐採,Pencatatan,2,1.0,2,Kanji
12680,2.92,閉会,Tertutup,2,1.0,2,Kanji
12681,2.92,割り当て,Penugasan,4,0.5,1,Kanji
12682,2.92,宮内,Miyagi,2,1.0,2,Kanji
12683,2.92,伴,Bantuan,1,1.0,2,Kanji
12684,2.92,海峡,Kanal,2,1.0,2,Kanji
12685,2.92,洋子,Michiko.,2,1.0,2,Kanji
12686,2.92,急性,Ini akut.,2,1.0,2,Kanji
12687,2.92,つけ,Ambillah.,2,0.0,1,Non-Kanji
12688,2.92,検閲,Konspirasi,2,1.0,2,Kanji
12689,2.92,前置き,Taruh di depanku.,3,0.6666666666666666,2,Kanji
12690,2.92,ひろ,Hiro.,2,0.0,1,Non-Kanji
12691,2.92,重点的,Indikatif,3,1.0,2,Kanji
12692,2.92,小冊子,Sebuah buku kecil.,3,1.0,2,Kanji
12693,2.92,雑草,Ganja,2,1.0,2,Kanji
12694,2.92,東側,Timur,2,1.0,2,Kanji
12695,2.92,新婚,Ini bulan madu kita.,2,1.0,2,Kanji
12696,2.91,調書,Dokumentasi,2,1.0,2,Kanji
12697,2.91,麓,Dasar,1,1.0,2,Kanji
12698,2.91,区切り,Pemisahan,3,0.6666666666666666,2,Kanji
12699,2.91,鉄骨,Tulang besi.,2,1.0,2,Kanji
12700,2.91,凝縮,Kondensasi,2,1.0,2,Kanji
12701,2.91,ヘルス,Kesehatan,3,0.0,1,Non-Kanji
12702,2.91,尊,Kehormatan.,1,1.0,2,Kanji
12703,2.91,主題歌,Lagu Tema,3,1.0,2,Kanji
12704,2.91,坂口,Tangga.,2,1.0,2,Kanji
12705,2.91,おさめる,Tunggu.,4,0.0,1,Non-Kanji
12706,2.91,質的,Mari kita lihat beberapa contoh.,2,1.0,2,Kanji
12707,2.91,アトリエ,Sebuah studio.,4,0.0,1,Non-Kanji
12708,2.91,至福,Senang.,2,1.0,2,Kanji
12709,2.91,商談,Pembicaraan bisnis.,2,1.0,2,Kanji
12710,2.91,毅,Ketat,1,1.0,2,Kanji
12711,2.91,マフラー,Muffler.,4,0.0,1,Non-Kanji
12712,2.91,岩田,Iwada.,2,1.0,2,Kanji
12713,2.91,たくましい,Hardy.,5,0.0,1,Non-Kanji
12714,2.9,たこ,Layang-layang.,2,0.0,1,Non-Kanji
12715,2.9,顔色,Lihat dirimu.,2,1.0,2,Kanji
12716,2.9,電球,Bola lampu,2,1.0,2,Kanji
12717,2.9,近鉄,Konstansial,2,1.0,2,Kanji
12718,2.9,銭湯,Aku akan memberimu air panas.,2,1.0,2,Kanji
12719,2.9,激怒,Kemarahan,2,1.0,2,Kanji
12720,2.9,知らず,Aku tidak tahu.,3,0.3333333333333333,1,Kanji
12721,2.9,タフ,Keras.,2,0.0,1,Non-Kanji
12722,2.9,足立,Langkah,2,1.0,2,Kanji
12723,2.9,経済学部,Departemen Ekonomi,4,1.0,2,Kanji
12724,2.9,おおい,Hei.,3,0.0,1,Non-Kanji
12725,2.9,不条理,Itu tidak masuk akal.,3,1.0,2,Kanji
12726,2.9,ジャンク,Sampah.,4,0.0,1,Non-Kanji
12727,2.9,珈琲,Aku akan segera kembali.,2,1.0,2,Kanji
12728,2.9,渓,Gyoi.,1,1.0,2,Kanji
12729,2.9,猟,Berburu.,1,1.0,2,Kanji
12730,2.9,上半身,Tubuh paling atas.,3,1.0,2,Kanji
12731,2.9,健闘,Semoga berhasil.,2,1.0,2,Kanji
12732,2.9,趙,Ini hanya masalah waktu.,1,1.0,2,Kanji
12733,2.9,病室,Dia di kamar rumah sakit.,2,1.0,2,Kanji
12734,2.9,経済企画庁,Economic Projects Agency.,5,1.0,1,Kanji
12735,2.9,平壌,Pyongyang,2,1.0,2,Kanji
12736,2.9,発砲,Tembakan.,2,1.0,2,Kanji
12737,2.9,昔ながら,Once upon a time,4,0.25,1,Kanji
12738,2.9,おとな,Dewasa.,3,0.0,1,Non-Kanji
12739,2.9,カウントダウン,Hitung mundur,7,0.0,1,Non-Kanji
12740,2.89,在学,Dia di sekolah.,2,1.0,2,Kanji
12741,2.89,今時,Sekarang,2,1.0,2,Kanji
12742,2.89,キリスト教徒,Christian.,6,0.3333333333333333,1,Kanji
12743,2.89,昼飯,Kita akan makan siang.,2,1.0,2,Kanji
12744,2.89,醸造,Pembuat bir.,2,1.0,2,Kanji
12745,2.89,コントローラ,Controller,6,0.0,1,Non-Kanji
12746,2.89,クッション,Bantal.,5,0.0,1,Non-Kanji
12747,2.89,新株,Saham baru.,2,1.0,2,Kanji
12748,2.89,チャーター,Charmer.,5,0.0,1,Non-Kanji
12749,2.89,氾濫,Kewalahan,2,1.0,2,Kanji
